"TIME","GEO","PROJECTION","INDIC_DE","Value","Flag and Footnotes"
"2035","Iceland","Baseline projections","Proportion of population aged 15-64 years","64.1",""
"2035","Iceland","Baseline projections","Proportion of population aged 65 years and more","18.7",""
"2035","Liechtenstein","Baseline projections","Median age of population","47.9",""
"2035","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2035","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","59.7",""
"2035","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","26.8",""
"2035","Norway","Baseline projections","Median age of population","42.6",""
"2035","Norway","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2035","Norway","Baseline projections","Proportion of population aged 15-64 years","62.7",""
"2035","Norway","Baseline projections","Proportion of population aged 65 years and more","22.0",""
"2035","Switzerland","Baseline projections","Median age of population","45.5",""
"2035","Switzerland","Baseline projections","Proportion of population aged 0-14 years","14.1",""
"2035","Switzerland","Baseline projections","Proportion of population aged 15-64 years","61.8",""
"2035","Switzerland","Baseline projections","Proportion of population aged 65 years and more","24.1",""
"2040","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","47.7",""
"2040","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2040","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","58.9",""
"2040","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","27.6",""
"2040","Belgium","Baseline projections","Median age of population","44.7",""
"2040","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2040","Belgium","Baseline projections","Proportion of population aged 15-64 years","60.0",""
"2040","Belgium","Baseline projections","Proportion of population aged 65 years and more","25.1",""
"2040","Bulgaria","Baseline projections","Median age of population","50.0",""
"2040","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2040","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","59.7",""
"2040","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","27.3",""
"2040","Czechia","Baseline projections","Median age of population","47.4",""
"2040","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.3",""
"2040","Czechia","Baseline projections","Proportion of population aged 15-64 years","60.9",""
"2040","Czechia","Baseline projections","Proportion of population aged 65 years and more","24.8",""
"2040","Denmark","Baseline projections","Median age of population","44.2",""
"2040","Denmark","Baseline projections","Proportion of population aged 0-14 years","16.0",""
"2040","Denmark","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2040","Denmark","Baseline projections","Proportion of population aged 65 years and more","25.1",""
"2040","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.2",""
"2040","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2040","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","58.4",""
"2040","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","27.9",""
"2040","Estonia","Baseline projections","Median age of population","47.9",""
"2040","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2040","Estonia","Baseline projections","Proportion of population aged 15-64 years","60.8",""
"2040","Estonia","Baseline projections","Proportion of population aged 65 years and more","25.7",""
"2040","Ireland","Baseline projections","Median age of population","42.2",""
"2040","Ireland","Baseline projections","Proportion of population aged 0-14 years","16.7",""
"2040","Ireland","Baseline projections","Proportion of population aged 15-64 years","62.3",""
"2040","Ireland","Baseline projections","Proportion of population aged 65 years and more","21.0",""
"2040","Greece","Baseline projections","Median age of population","50.5",""
"2040","Greece","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2040","Greece","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2040","Greece","Baseline projections","Proportion of population aged 65 years and more","30.4",""
"2040","Spain","Baseline projections","Median age of population","49.7",""
"2040","Spain","Baseline projections","Proportion of population aged 0-14 years","12.0",""
"2040","Spain","Baseline projections","Proportion of population aged 15-64 years","58.9",""
"2040","Spain","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2040","France","Baseline projections","Median age of population","45.2",""
"2040","France","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2040","France","Baseline projections","Proportion of population aged 15-64 years","57.2",""
"2040","France","Baseline projections","Proportion of population aged 65 years and more","26.7",""
"2040","Croatia","Baseline projections","Median age of population","48.8",""
"2040","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2040","Croatia","Baseline projections","Proportion of population aged 15-64 years","59.8",""
"2040","Croatia","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2040","Italy","Baseline projections","Median age of population","51.1",""
"2040","Italy","Baseline projections","Proportion of population aged 0-14 years","11.4",""
"2040","Italy","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2040","Italy","Baseline projections","Proportion of population aged 65 years and more","32.0",""
"2040","Cyprus","Baseline projections","Median age of population","42.0",""
"2040","Cyprus","Baseline projections","Proportion of population aged 0-14 years","15.3",""
"2040","Cyprus","Baseline projections","Proportion of population aged 15-64 years","63.8",""
"2040","Cyprus","Baseline projections","Proportion of population aged 65 years and more","20.9",""
"2040","Latvia","Baseline projections","Median age of population","49.8",""
"2040","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2040","Latvia","Baseline projections","Proportion of population aged 15-64 years","58.4",""
"2040","Latvia","Baseline projections","Proportion of population aged 65 years and more","28.5",""
"2040","Lithuania","Baseline projections","Median age of population","49.7",""
"2040","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2040","Lithuania","Baseline projections","Proportion of population aged 15-64 years","57.9",""
"2040","Lithuania","Baseline projections","Proportion of population aged 65 years and more","29.4",""
"2040","Luxembourg","Baseline projections","Median age of population","45.3",""
"2040","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2040","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","64.1",""
"2040","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","22.2",""
"2040","Hungary","Baseline projections","Median age of population","47.0",""
"2040","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2040","Hungary","Baseline projections","Proportion of population aged 15-64 years","61.8",""
"2040","Hungary","Baseline projections","Proportion of population aged 65 years and more","24.3",""
"2040","Malta","Baseline projections","Median age of population","46.4",""
"2040","Malta","Baseline projections","Proportion of population aged 0-14 years","12.0",""
"2040","Malta","Baseline projections","Proportion of population aged 15-64 years","65.8",""
"2040","Malta","Baseline projections","Proportion of population aged 65 years and more","22.2",""
"2040","Netherlands","Baseline projections","Median age of population","44.9",""
"2040","Netherlands","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2040","Netherlands","Baseline projections","Proportion of population aged 15-64 years","58.6",""
"2040","Netherlands","Baseline projections","Proportion of population aged 65 years and more","26.3",""
"2040","Austria","Baseline projections","Median age of population","46.6",""
"2040","Austria","Baseline projections","Proportion of population aged 0-14 years","13.5",""
"2040","Austria","Baseline projections","Proportion of population aged 15-64 years","60.1",""
"2040","Austria","Baseline projections","Proportion of population aged 65 years and more","26.4",""
"2040","Poland","Baseline projections","Median age of population","49.1",""
"2040","Poland","Baseline projections","Proportion of population aged 0-14 years","11.9",""
"2040","Poland","Baseline projections","Proportion of population aged 15-64 years","62.8",""
"2040","Poland","Baseline projections","Proportion of population aged 65 years and more","25.3",""
"2040","Portugal","Baseline projections","Median age of population","50.6",""
"2040","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2040","Portugal","Baseline projections","Proportion of population aged 15-64 years","56.6",""
"2040","Portugal","Baseline projections","Proportion of population aged 65 years and more","30.6",""
"2040","Romania","Baseline projections","Median age of population","49.1",""
"2040","Romania","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2040","Romania","Baseline projections","Proportion of population aged 15-64 years","60.1",""
"2040","Romania","Baseline projections","Proportion of population aged 65 years and more","26.7",""
"2040","Slovenia","Baseline projections","Median age of population","49.4",""
"2040","Slovenia","Baseline projections","Proportion of population aged 0-14 years","12.6",""
"2040","Slovenia","Baseline projections","Proportion of population aged 15-64 years","59.6",""
"2040","Slovenia","Baseline projections","Proportion of population aged 65 years and more","27.8",""
"2040","Slovakia","Baseline projections","Median age of population","48.3",""
"2040","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2040","Slovakia","Baseline projections","Proportion of population aged 15-64 years","62.4",""
"2040","Slovakia","Baseline projections","Proportion of population aged 65 years and more","24.3",""
"2040","Finland","Baseline projections","Median age of population","47.1",""
"2040","Finland","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2040","Finland","Baseline projections","Proportion of population aged 15-64 years","60.2",""
"2040","Finland","Baseline projections","Proportion of population aged 65 years and more","26.9",""
"2040","Sweden","Baseline projections","Median age of population","42.7",""
"2040","Sweden","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2040","Sweden","Baseline projections","Proportion of population aged 15-64 years","61.1",""
"2040","Sweden","Baseline projections","Proportion of population aged 65 years and more","22.8",""
"2040","Iceland","Baseline projections","Median age of population","41.6",""
"2040","Iceland","Baseline projections","Proportion of population aged 0-14 years","16.8",""
"2040","Iceland","Baseline projections","Proportion of population aged 15-64 years","63.4",""
"2040","Iceland","Baseline projections","Proportion of population aged 65 years and more","19.7",""
"2040","Liechtenstein","Baseline projections","Median age of population","48.7",""
"2040","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","13.2",""
"2040","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","58.5",""
"2040","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","28.3",""
"2040","Norway","Baseline projections","Median age of population","43.5",""
"2040","Norway","Baseline projections","Proportion of population aged 0-14 years","15.2",""
"2040","Norway","Baseline projections","Proportion of population aged 15-64 years","61.6",""
"2040","Norway","Baseline projections","Proportion of population aged 65 years and more","23.2",""
"2040","Switzerland","Baseline projections","Median age of population","46.2",""
"2040","Switzerland","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2040","Switzerland","Baseline projections","Proportion of population aged 15-64 years","60.9",""
"2040","Switzerland","Baseline projections","Proportion of population aged 65 years and more","25.1",""
"2045","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.1",""
"2045","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2045","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","57.7",""
"2045","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","28.7",""
"2045","Belgium","Baseline projections","Median age of population","45.1",""
"2045","Belgium","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2045","Belgium","Baseline projections","Proportion of population aged 15-64 years","59.3",""
"2045","Belgium","Baseline projections","Proportion of population aged 65 years and more","25.8",""
"2045","Bulgaria","Baseline projections","Median age of population","50.4",""
"2045","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2045","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","57.4",""
"2045","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","29.2",""
"2045","Czechia","Baseline projections","Median age of population","47.2",""
"2045","Czechia","Baseline projections","Proportion of population aged 0-14 years","14.7",""
"2045","Czechia","Baseline projections","Proportion of population aged 15-64 years","58.2",""
"2045","Czechia","Baseline projections","Proportion of population aged 65 years and more","27.1",""
"2045","Denmark","Baseline projections","Median age of population","44.7",""
"2045","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.7",""
"2045","Denmark","Baseline projections","Proportion of population aged 15-64 years","58.7",""
"2045","Denmark","Baseline projections","Proportion of population aged 65 years and more","25.6",""
"2045","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.3",""
"2045","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2045","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","58.5",""
"2045","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","27.9",""
"2045","Estonia","Baseline projections","Median age of population","48.2",""
"2045","Estonia","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2045","Estonia","Baseline projections","Proportion of population aged 15-64 years","59.2",""
"2045","Estonia","Baseline projections","Proportion of population aged 65 years and more","26.9",""
"2045","Ireland","Baseline projections","Median age of population","43.0",""
"2045","Ireland","Baseline projections","Proportion of population aged 0-14 years","16.7",""
"2045","Ireland","Baseline projections","Proportion of population aged 15-64 years","60.4",""
"2045","Ireland","Baseline projections","Proportion of population aged 65 years and more","22.9",""
"2045","Greece","Baseline projections","Median age of population","50.8",""
"2045","Greece","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2045","Greece","Baseline projections","Proportion of population aged 15-64 years","55.4",""
"2045","Greece","Baseline projections","Proportion of population aged 65 years and more","32.4",""
"2045","Spain","Baseline projections","Median age of population","50.0",""
"2045","Spain","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2045","Spain","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2045","Spain","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2045","France","Baseline projections","Median age of population","45.3",""
"2045","France","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2045","France","Baseline projections","Proportion of population aged 15-64 years","56.7",""
"2045","France","Baseline projections","Proportion of population aged 65 years and more","27.1",""
"2045","Croatia","Baseline projections","Median age of population","49.4",""
"2045","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2045","Croatia","Baseline projections","Proportion of population aged 15-64 years","58.6",""
"2045","Croatia","Baseline projections","Proportion of population aged 65 years and more","28.9",""
"2045","Italy","Baseline projections","Median age of population","51.4",""
"2045","Italy","Baseline projections","Proportion of population aged 0-14 years","11.5",""
"2045","Italy","Baseline projections","Proportion of population aged 15-64 years","55.1",""
"2045","Italy","Baseline projections","Proportion of population aged 65 years and more","33.3",""
"2045","Cyprus","Baseline projections","Median age of population","42.7",""
"2045","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2045","Cyprus","Baseline projections","Proportion of population aged 15-64 years","63.8",""
"2045","Cyprus","Baseline projections","Proportion of population aged 65 years and more","21.3",""
"2045","Latvia","Baseline projections","Median age of population","50.8",""
"2045","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2045","Latvia","Baseline projections","Proportion of population aged 15-64 years","56.8",""
"2045","Latvia","Baseline projections","Proportion of population aged 65 years and more","29.8",""
"2045","Lithuania","Baseline projections","Median age of population","51.1",""
"2045","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.5",""
"2045","Lithuania","Baseline projections","Proportion of population aged 15-64 years","56.8",""
"2045","Lithuania","Baseline projections","Proportion of population aged 65 years and more","30.7",""
"2045","Luxembourg","Baseline projections","Median age of population","46.2",""
"2045","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2045","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","62.7",""
"2045","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","23.9",""
"2045","Hungary","Baseline projections","Median age of population","47.6",""
"2045","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2045","Hungary","Baseline projections","Proportion of population aged 15-64 years","59.4",""
"2045","Hungary","Baseline projections","Proportion of population aged 65 years and more","26.8",""
"2045","Malta","Baseline projections","Median age of population","47.8",""
"2045","Malta","Baseline projections","Proportion of population aged 0-14 years","11.7",""
"2045","Malta","Baseline projections","Proportion of population aged 15-64 years","64.8",""
"2045","Malta","Baseline projections","Proportion of population aged 65 years and more","23.5",""
"2045","Netherlands","Baseline projections","Median age of population","45.4",""
"2045","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.9",""
"2045","Netherlands","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2045","Netherlands","Baseline projections","Proportion of population aged 65 years and more","26.3",""
"2045","Austria","Baseline projections","Median age of population","47.2",""
"2045","Austria","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2045","Austria","Baseline projections","Proportion of population aged 15-64 years","59.7",""
"2045","Austria","Baseline projections","Proportion of population aged 65 years and more","27.0",""
"2045","Poland","Baseline projections","Median age of population","50.3",""
"2045","Poland","Baseline projections","Proportion of population aged 0-14 years","12.0",""
"2045","Poland","Baseline projections","Proportion of population aged 15-64 years","60.5",""
"2045","Poland","Baseline projections","Proportion of population aged 65 years and more","27.5",""
"2045","Portugal","Baseline projections","Median age of population","51.0",""
"2045","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2045","Portugal","Baseline projections","Proportion of population aged 15-64 years","54.5",""
"2045","Portugal","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2045","Romania","Baseline projections","Median age of population","49.4",""
"2045","Romania","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2045","Romania","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2045","Romania","Baseline projections","Proportion of population aged 65 years and more","29.1",""
"2045","Slovenia","Baseline projections","Median age of population","49.5",""
"2045","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.1",""
"2045","Slovenia","Baseline projections","Proportion of population aged 15-64 years","57.5",""
"2045","Slovenia","Baseline projections","Proportion of population aged 65 years and more","29.4",""
"2045","Slovakia","Baseline projections","Median age of population","49.3",""
"2045","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2045","Slovakia","Baseline projections","Proportion of population aged 15-64 years","59.7",""
"2045","Slovakia","Baseline projections","Proportion of population aged 65 years and more","27.0",""
"2045","Finland","Baseline projections","Median age of population","47.9",""
"2045","Finland","Baseline projections","Proportion of population aged 0-14 years","13.0",""
"2045","Finland","Baseline projections","Proportion of population aged 15-64 years","59.6",""
"2045","Finland","Baseline projections","Proportion of population aged 65 years and more","27.4",""
"2045","Sweden","Baseline projections","Median age of population","42.8",""
"2045","Sweden","Baseline projections","Proportion of population aged 0-14 years","16.2",""
"2045","Sweden","Baseline projections","Proportion of population aged 15-64 years","60.8",""
"2045","Sweden","Baseline projections","Proportion of population aged 65 years and more","23.0",""
"2045","Iceland","Baseline projections","Median age of population","42.4",""
"2045","Iceland","Baseline projections","Proportion of population aged 0-14 years","16.4",""
"2045","Iceland","Baseline projections","Proportion of population aged 15-64 years","62.9",""
"2045","Iceland","Baseline projections","Proportion of population aged 65 years and more","20.7",""
"2045","Liechtenstein","Baseline projections","Median age of population","49.3",""
"2045","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2045","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","58.1",""
"2045","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","29.0",""
"2045","Norway","Baseline projections","Median age of population","44.2",""
"2045","Norway","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2045","Norway","Baseline projections","Proportion of population aged 15-64 years","61.2",""
"2045","Norway","Baseline projections","Proportion of population aged 65 years and more","23.8",""
"2045","Switzerland","Baseline projections","Median age of population","46.5",""
"2045","Switzerland","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2045","Switzerland","Baseline projections","Proportion of population aged 15-64 years","60.3",""
"2045","Switzerland","Baseline projections","Proportion of population aged 65 years and more","25.8",""
"2050","European Union - 27 countries (from 2020)","Baseline projections","Median age of population","48.2",""
"2050","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 0-14 years","13.7",""
"2050","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 15-64 years","56.8",""
"2050","European Union - 27 countries (from 2020)","Baseline projections","Proportion of population aged 65 years and more","29.5",""
"2050","Belgium","Baseline projections","Median age of population","45.3",""
"2050","Belgium","Baseline projections","Proportion of population aged 0-14 years","15.0",""
"2050","Belgium","Baseline projections","Proportion of population aged 15-64 years","58.7",""
"2050","Belgium","Baseline projections","Proportion of population aged 65 years and more","26.3",""
"2050","Bulgaria","Baseline projections","Median age of population","49.8",""
"2050","Bulgaria","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2050","Bulgaria","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2050","Bulgaria","Baseline projections","Proportion of population aged 65 years and more","30.7",""
"2050","Czechia","Baseline projections","Median age of population","46.6",""
"2050","Czechia","Baseline projections","Proportion of population aged 0-14 years","15.1",""
"2050","Czechia","Baseline projections","Proportion of population aged 15-64 years","56.7",""
"2050","Czechia","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2050","Denmark","Baseline projections","Median age of population","45.0",""
"2050","Denmark","Baseline projections","Proportion of population aged 0-14 years","15.5",""
"2050","Denmark","Baseline projections","Proportion of population aged 15-64 years","58.9",""
"2050","Denmark","Baseline projections","Proportion of population aged 65 years and more","25.6",""
"2050","Germany (until 1990 former territory of the FRG)","Baseline projections","Median age of population","47.2",""
"2050","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2050","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 15-64 years","58.0",""
"2050","Germany (until 1990 former territory of the FRG)","Baseline projections","Proportion of population aged 65 years and more","28.0",""
"2050","Estonia","Baseline projections","Median age of population","48.0",""
"2050","Estonia","Baseline projections","Proportion of population aged 0-14 years","14.2",""
"2050","Estonia","Baseline projections","Proportion of population aged 15-64 years","57.5",""
"2050","Estonia","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2050","Ireland","Baseline projections","Median age of population","43.7",""
"2050","Ireland","Baseline projections","Proportion of population aged 0-14 years","16.5",""
"2050","Ireland","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2050","Ireland","Baseline projections","Proportion of population aged 65 years and more","24.7",""
"2050","Greece","Baseline projections","Median age of population","50.9",""
"2050","Greece","Baseline projections","Proportion of population aged 0-14 years","12.3",""
"2050","Greece","Baseline projections","Proportion of population aged 15-64 years","53.9",""
"2050","Greece","Baseline projections","Proportion of population aged 65 years and more","33.8",""
"2050","Spain","Baseline projections","Median age of population","50.1",""
"2050","Spain","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2050","Spain","Baseline projections","Proportion of population aged 15-64 years","54.9",""
"2050","Spain","Baseline projections","Proportion of population aged 65 years and more","32.7",""
"2050","France","Baseline projections","Median age of population","45.6",""
"2050","France","Baseline projections","Proportion of population aged 0-14 years","16.1",""
"2050","France","Baseline projections","Proportion of population aged 15-64 years","56.2",""
"2050","France","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2050","Croatia","Baseline projections","Median age of population","50.1",""
"2050","Croatia","Baseline projections","Proportion of population aged 0-14 years","12.4",""
"2050","Croatia","Baseline projections","Proportion of population aged 15-64 years","57.4",""
"2050","Croatia","Baseline projections","Proportion of population aged 65 years and more","30.2",""
"2050","Italy","Baseline projections","Median age of population","51.6",""
"2050","Italy","Baseline projections","Proportion of population aged 0-14 years","11.5",""
"2050","Italy","Baseline projections","Proportion of population aged 15-64 years","54.8",""
"2050","Italy","Baseline projections","Proportion of population aged 65 years and more","33.7",""
"2050","Cyprus","Baseline projections","Median age of population","43.2",""
"2050","Cyprus","Baseline projections","Proportion of population aged 0-14 years","14.6",""
"2050","Cyprus","Baseline projections","Proportion of population aged 15-64 years","63.1",""
"2050","Cyprus","Baseline projections","Proportion of population aged 65 years and more","22.3",""
"2050","Latvia","Baseline projections","Median age of population","50.3",""
"2050","Latvia","Baseline projections","Proportion of population aged 0-14 years","13.8",""
"2050","Latvia","Baseline projections","Proportion of population aged 15-64 years","55.0",""
"2050","Latvia","Baseline projections","Proportion of population aged 65 years and more","31.2",""
"2050","Lithuania","Baseline projections","Median age of population","51.5",""
"2050","Lithuania","Baseline projections","Proportion of population aged 0-14 years","12.8",""
"2050","Lithuania","Baseline projections","Proportion of population aged 15-64 years","55.7",""
"2050","Lithuania","Baseline projections","Proportion of population aged 65 years and more","31.5",""
"2050","Luxembourg","Baseline projections","Median age of population","46.9",""
"2050","Luxembourg","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2050","Luxembourg","Baseline projections","Proportion of population aged 15-64 years","61.1",""
"2050","Luxembourg","Baseline projections","Proportion of population aged 65 years and more","25.5",""
"2050","Hungary","Baseline projections","Median age of population","47.8",""
"2050","Hungary","Baseline projections","Proportion of population aged 0-14 years","13.9",""
"2050","Hungary","Baseline projections","Proportion of population aged 15-64 years","58.4",""
"2050","Hungary","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2050","Malta","Baseline projections","Median age of population","48.7",""
"2050","Malta","Baseline projections","Proportion of population aged 0-14 years","11.6",""
"2050","Malta","Baseline projections","Proportion of population aged 15-64 years","63.0",""
"2050","Malta","Baseline projections","Proportion of population aged 65 years and more","25.4",""
"2050","Netherlands","Baseline projections","Median age of population","46.0",""
"2050","Netherlands","Baseline projections","Proportion of population aged 0-14 years","14.7",""
"2050","Netherlands","Baseline projections","Proportion of population aged 15-64 years","58.9",""
"2050","Netherlands","Baseline projections","Proportion of population aged 65 years and more","26.4",""
"2050","Austria","Baseline projections","Median age of population","47.4",""
"2050","Austria","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2050","Austria","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2050","Austria","Baseline projections","Proportion of population aged 65 years and more","27.7",""
"2050","Poland","Baseline projections","Median age of population","50.9",""
"2050","Poland","Baseline projections","Proportion of population aged 0-14 years","12.2",""
"2050","Poland","Baseline projections","Proportion of population aged 15-64 years","57.7",""
"2050","Poland","Baseline projections","Proportion of population aged 65 years and more","30.1",""
"2050","Portugal","Baseline projections","Median age of population","51.2",""
"2050","Portugal","Baseline projections","Proportion of population aged 0-14 years","12.7",""
"2050","Portugal","Baseline projections","Proportion of population aged 15-64 years","53.6",""
"2050","Portugal","Baseline projections","Proportion of population aged 65 years and more","33.7",""
"2050","Romania","Baseline projections","Median age of population","49.6",""
"2050","Romania","Baseline projections","Proportion of population aged 0-14 years","13.3",""
"2050","Romania","Baseline projections","Proportion of population aged 15-64 years","56.1",""
"2050","Romania","Baseline projections","Proportion of population aged 65 years and more","30.6",""
"2050","Slovenia","Baseline projections","Median age of population","49.2",""
"2050","Slovenia","Baseline projections","Proportion of population aged 0-14 years","13.4",""
"2050","Slovenia","Baseline projections","Proportion of population aged 15-64 years","55.9",""
"2050","Slovenia","Baseline projections","Proportion of population aged 65 years and more","30.7",""
"2050","Slovakia","Baseline projections","Median age of population","49.4",""
"2050","Slovakia","Baseline projections","Proportion of population aged 0-14 years","13.6",""
"2050","Slovakia","Baseline projections","Proportion of population aged 15-64 years","57.1",""
"2050","Slovakia","Baseline projections","Proportion of population aged 65 years and more","29.4",""
"2050","Finland","Baseline projections","Median age of population","48.4",""
"2050","Finland","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2050","Finland","Baseline projections","Proportion of population aged 15-64 years","58.8",""
"2050","Finland","Baseline projections","Proportion of population aged 65 years and more","28.2",""
"2050","Sweden","Baseline projections","Median age of population","43.1",""
"2050","Sweden","Baseline projections","Proportion of population aged 0-14 years","16.3",""
"2050","Sweden","Baseline projections","Proportion of population aged 15-64 years","60.2",""
"2050","Sweden","Baseline projections","Proportion of population aged 65 years and more","23.5",""
"2050","Iceland","Baseline projections","Median age of population","43.1",""
"2050","Iceland","Baseline projections","Proportion of population aged 0-14 years","16.0",""
"2050","Iceland","Baseline projections","Proportion of population aged 15-64 years","62.1",""
"2050","Iceland","Baseline projections","Proportion of population aged 65 years and more","21.9",""
"2050","Liechtenstein","Baseline projections","Median age of population","49.5",""
"2050","Liechtenstein","Baseline projections","Proportion of population aged 0-14 years","12.9",""
"2050","Liechtenstein","Baseline projections","Proportion of population aged 15-64 years","57.6",""
"2050","Liechtenstein","Baseline projections","Proportion of population aged 65 years and more","29.6",""
"2050","Norway","Baseline projections","Median age of population","44.8",""
"2050","Norway","Baseline projections","Proportion of population aged 0-14 years","14.8",""
