"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2019","Denmark","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","20 293",""
"2019","Denmark","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","7",""
"2019","Denmark","65 years or over","Age reached during the year","Total","Number","Total","1 236",""
"2019","Denmark","65 years or over","Age reached during the year","Reporting country","Number","Total","805",""
"2019","Denmark","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","207",""
"2019","Denmark","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","221",""
"2019","Denmark","65 years or over","Age reached during the year","Unknown","Number","Total","3",""
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","886 341","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","118 658","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","319 479","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","435 550","be"
"2019","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","12 654","be"
"2019","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Total","Number","Total","37 974","be"
"2019","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","4 037","be"
"2019","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","11 175","be"
"2019","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","22 113","be"
"2019","Germany (until 1990 former territory of the FRG)","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","649","be"
"2019","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Total","Number","Total","738 067","be"
"2019","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","101 420","be"
"2019","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","273 575","be"
"2019","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","352 675","be"
"2019","Germany (until 1990 former territory of the FRG)","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","10 397","be"
"2019","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Total","Number","Total","16 727","be"
"2019","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Reporting country","Number","Total","5 582","be"
"2019","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5 490","be"
"2019","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","5 440","be"
"2019","Germany (until 1990 former territory of the FRG)","65 years or over","Age reached during the year","Unknown","Number","Total","215","be"
"2019","Estonia","Total","Age reached during the year","Total","Number","Total","18 259",""
"2019","Estonia","Total","Age reached during the year","Reporting country","Number","Total","6 374",""
"2019","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 972",""
"2019","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","7 307",""
"2019","Estonia","Total","Age reached during the year","Unknown","Number","Total","606",""
"2019","Estonia","From 10 to 14 years","Age reached during the year","Total","Number","Total","355",""
"2019","Estonia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","110",""
"2019","Estonia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","71",""
"2019","Estonia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","174",""
"2019","Estonia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Estonia","From 15 to 64 years","Age reached during the year","Total","Number","Total","15 913",""
"2019","Estonia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","5 910",""
"2019","Estonia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 250",""
"2019","Estonia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6 187",""
"2019","Estonia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","566",""
"2019","Estonia","65 years or over","Age reached during the year","Total","Number","Total","690",""
"2019","Estonia","65 years or over","Age reached during the year","Reporting country","Number","Total","225",""
"2019","Estonia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","142",""
"2019","Estonia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","298",""
"2019","Estonia","65 years or over","Age reached during the year","Unknown","Number","Total","25",""
"2019","Ireland","Total","Age reached during the year","Total","Number","Total","85 630",""
"2019","Ireland","Total","Age reached during the year","Reporting country","Number","Total","25 172",""
"2019","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","29 605",""
"2019","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","29 733",""
"2019","Ireland","Total","Age reached during the year","Unknown","Number","Total","1 120",""
"2019","Ireland","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2019","Ireland","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Ireland","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Ireland","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Ireland","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Ireland","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2019","Ireland","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Ireland","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Ireland","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Ireland","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Ireland","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2019","Ireland","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Ireland","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Ireland","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Ireland","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2019","Greece","Total","Age reached during the year","Total","Number","Total","129 459",""
"2019","Greece","Total","Age reached during the year","Reporting country","Number","Total","30 939",""
"2019","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","15 597",""
"2019","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","82 923",""
"2019","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Greece","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2019","Greece","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Greece","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Greece","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Greece","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Greece","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2019","Greece","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Greece","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Greece","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Greece","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Greece","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2019","Greece","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Greece","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Greece","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Greece","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2019","Spain","Total","Age reached during the year","Total","Number","Total","750 480",""
"2019","Spain","Total","Age reached during the year","Reporting country","Number","Total","36 227",""
"2019","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","127 261",""
"2019","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","586 992",""
"2019","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Spain","From 10 to 14 years","Age reached during the year","Total","Number","Total","34 425",""
"2019","Spain","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","3 348",""
"2019","Spain","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 914",""
"2019","Spain","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","27 163",""
"2019","Spain","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Spain","From 15 to 64 years","Age reached during the year","Total","Number","Total","602 957",""
"2019","Spain","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","23 935",""
"2019","Spain","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","96 898",""
"2019","Spain","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","482 124",""
"2019","Spain","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Spain","65 years or over","Age reached during the year","Total","Number","Total","40 112",""
"2019","Spain","65 years or over","Age reached during the year","Reporting country","Number","Total","5 166",""
"2019","Spain","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","14 178",""
"2019","Spain","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","20 768",""
"2019","Spain","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","France","Total","Age reached during the year","Total","Number","Total","385 591",""
"2019","France","Total","Age reached during the year","Reporting country","Number","Total","89 442",""
"2019","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","74 412",""
"2019","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","221 737",""
"2019","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","France","From 10 to 14 years","Age reached during the year","Total","Number","Total","21 340",""
"2019","France","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","4 165",""
"2019","France","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","4 697",""
"2019","France","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","12 478",""
"2019","France","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","France","From 15 to 64 years","Age reached during the year","Total","Number","Total","298 418",""
"2019","France","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","77 001",""
"2019","France","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","50 633",""
"2019","France","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","170 784",""
"2019","France","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","France","65 years or over","Age reached during the year","Total","Number","Total","11 342",""
"2019","France","65 years or over","Age reached during the year","Reporting country","Number","Total","2 561",""
"2019","France","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","4 630",""
"2019","France","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4 151",""
"2019","France","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Croatia","Total","Age reached during the year","Total","Number","Total","37 726",""
"2019","Croatia","Total","Age reached during the year","Reporting country","Number","Total","5 415",""
"2019","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3 071",""
"2019","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","29 239",""
"2019","Croatia","Total","Age reached during the year","Unknown","Number","Total","1",""
"2019","Croatia","From 10 to 14 years","Age reached during the year","Total","Number","Total","320",""
"2019","Croatia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","91",""
"2019","Croatia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","65",""
"2019","Croatia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","164",""
"2019","Croatia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Croatia","From 15 to 64 years","Age reached during the year","Total","Number","Total","34 317",""
"2019","Croatia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","4 123",""
"2019","Croatia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 351",""
"2019","Croatia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","27 842",""
"2019","Croatia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","1",""
"2019","Croatia","65 years or over","Age reached during the year","Total","Number","Total","2 147",""
"2019","Croatia","65 years or over","Age reached during the year","Reporting country","Number","Total","892",""
"2019","Croatia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","398",""
"2019","Croatia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","857",""
"2019","Croatia","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Italy","Total","Age reached during the year","Total","Number","Total","332 778",""
"2019","Italy","Total","Age reached during the year","Reporting country","Number","Total","52 193",""
"2019","Italy","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","49 846",""
"2019","Italy","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","230 739",""
"2019","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Italy","From 10 to 14 years","Age reached during the year","Total","Number","Total","15 547",""
"2019","Italy","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","2 961",""
"2019","Italy","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 820",""
"2019","Italy","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","10 766",""
"2019","Italy","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Italy","From 15 to 64 years","Age reached during the year","Total","Number","Total","263 381",""
"2019","Italy","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","34 939",""
"2019","Italy","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","39 774",""
"2019","Italy","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","188 668",""
"2019","Italy","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Italy","65 years or over","Age reached during the year","Total","Number","Total","18 585",""
"2019","Italy","65 years or over","Age reached during the year","Reporting country","Number","Total","6 525",""
"2019","Italy","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 864",""
"2019","Italy","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9 196",""
"2019","Italy","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Cyprus","Total","Age reached during the year","Total","Number","Total","26 170",""
"2019","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","4 463",""
"2019","Cyprus","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","7 527",""
"2019","Cyprus","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","14 180",""
"2019","Cyprus","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Cyprus","From 10 to 14 years","Age reached during the year","Total","Number","Total","372",""
"2019","Cyprus","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","89",""
"2019","Cyprus","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","150",""
"2019","Cyprus","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","133",""
"2019","Cyprus","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Cyprus","From 15 to 64 years","Age reached during the year","Total","Number","Total","24 574",""
"2019","Cyprus","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","4 127",""
"2019","Cyprus","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","6 868",""
"2019","Cyprus","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","13 579",""
"2019","Cyprus","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Cyprus","65 years or over","Age reached during the year","Total","Number","Total","280",""
"2019","Cyprus","65 years or over","Age reached during the year","Reporting country","Number","Total","103",""
"2019","Cyprus","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","133",""
"2019","Cyprus","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","44",""
"2019","Cyprus","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Latvia","Total","Age reached during the year","Total","Number","Total","11 223",""
"2019","Latvia","Total","Age reached during the year","Reporting country","Number","Total","3 876",""
"2019","Latvia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 266",""
"2019","Latvia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6 052",""
"2019","Latvia","Total","Age reached during the year","Unknown","Number","Total","29",""
"2019","Latvia","From 10 to 14 years","Age reached during the year","Total","Number","Total","287",""
"2019","Latvia","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","105",""
"2019","Latvia","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","39",""
"2019","Latvia","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","143",""
"2019","Latvia","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Latvia","From 15 to 64 years","Age reached during the year","Total","Number","Total","9 321",""
"2019","Latvia","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","3 380",""
"2019","Latvia","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","540",""
"2019","Latvia","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","5 376",""
"2019","Latvia","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","25",""
"2019","Latvia","65 years or over","Age reached during the year","Total","Number","Total","518",""
"2019","Latvia","65 years or over","Age reached during the year","Reporting country","Number","Total","253",""
"2019","Latvia","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","33",""
"2019","Latvia","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","228",""
"2019","Latvia","65 years or over","Age reached during the year","Unknown","Number","Total","4",""
"2019","Lithuania","Total","Age reached during the year","Total","Number","Total","40 067",""
"2019","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","18 302",""
"2019","Lithuania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2 150",""
"2019","Lithuania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","19 615",""
"2019","Lithuania","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Lithuania","From 10 to 14 years","Age reached during the year","Total","Number","Total","486",""
"2019","Lithuania","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","255",""
"2019","Lithuania","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","98",""
"2019","Lithuania","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","133",""
"2019","Lithuania","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Lithuania","From 15 to 64 years","Age reached during the year","Total","Number","Total","37 169",""
"2019","Lithuania","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","17 512",""
"2019","Lithuania","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","835",""
"2019","Lithuania","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","18 822",""
"2019","Lithuania","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Lithuania","65 years or over","Age reached during the year","Total","Number","Total","382",""
"2019","Lithuania","65 years or over","Age reached during the year","Reporting country","Number","Total","224",""
"2019","Lithuania","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","36",""
"2019","Lithuania","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","122",""
"2019","Lithuania","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Luxembourg","Total","Age reached during the year","Total","Number","Total","26 668",""
"2019","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1 337",""
"2019","Luxembourg","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","14 370",""
"2019","Luxembourg","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","10 879",""
"2019","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","82",""
"2019","Luxembourg","From 10 to 14 years","Age reached during the year","Total","Number","Total","998",""
"2019","Luxembourg","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","80",""
"2019","Luxembourg","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","508",""
"2019","Luxembourg","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","410",""
"2019","Luxembourg","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Luxembourg","From 15 to 64 years","Age reached during the year","Total","Number","Total","21 959",""
"2019","Luxembourg","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","898",""
"2019","Luxembourg","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","11 892",""
"2019","Luxembourg","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9 090",""
"2019","Luxembourg","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","79",""
"2019","Luxembourg","65 years or over","Age reached during the year","Total","Number","Total","574",""
"2019","Luxembourg","65 years or over","Age reached during the year","Reporting country","Number","Total","55",""
"2019","Luxembourg","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","321",""
"2019","Luxembourg","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","198",""
"2019","Luxembourg","65 years or over","Age reached during the year","Unknown","Number","Total","0",""
"2019","Hungary","Total","Age reached during the year","Total","Number","Total","88 581",""
"2019","Hungary","Total","Age reached during the year","Reporting country","Number","Total","23 567",""
"2019","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","15 177",""
"2019","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","49 814",""
"2019","Hungary","Total","Age reached during the year","Unknown","Number","Total","23",""
"2019","Hungary","From 10 to 14 years","Age reached during the year","Total","Number","Total","1 199",""
"2019","Hungary","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","102",""
"2019","Hungary","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","385",""
"2019","Hungary","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","712",""
"2019","Hungary","From 10 to 14 years","Age reached during the year","Unknown","Number","Total","0",""
"2019","Hungary","From 15 to 64 years","Age reached during the year","Total","Number","Total","82 103",""
"2019","Hungary","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total","22 896",""
"2019","Hungary","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","12 315",""
"2019","Hungary","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","46 870",""
"2019","Hungary","From 15 to 64 years","Age reached during the year","Unknown","Number","Total","22",""
"2019","Hungary","65 years or over","Age reached during the year","Total","Number","Total","2 143",""
"2019","Hungary","65 years or over","Age reached during the year","Reporting country","Number","Total","247",""
"2019","Hungary","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 196",""
"2019","Hungary","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","699",""
"2019","Hungary","65 years or over","Age reached during the year","Unknown","Number","Total","1",""
"2019","Malta","Total","Age reached during the year","Total","Number","Total","28 341",""
"2019","Malta","Total","Age reached during the year","Reporting country","Number","Total","1 759",""
"2019","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","8 819",""
"2019","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","17 763",""
"2019","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2019","Malta","From 10 to 14 years","Age reached during the year","Total","Number","Total",":",""
"2019","Malta","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Malta","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Malta","From 10 to 14 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Malta","From 10 to 14 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Malta","From 15 to 64 years","Age reached during the year","Total","Number","Total",":",""
"2019","Malta","From 15 to 64 years","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Malta","From 15 to 64 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Malta","From 15 to 64 years","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Malta","From 15 to 64 years","Age reached during the year","Unknown","Number","Total",":",""
"2019","Malta","65 years or over","Age reached during the year","Total","Number","Total",":",""
"2019","Malta","65 years or over","Age reached during the year","Reporting country","Number","Total",":",""
"2019","Malta","65 years or over","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total",":",""
"2019","Malta","65 years or over","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total",":",""
"2019","Malta","65 years or over","Age reached during the year","Unknown","Number","Total",":",""
"2019","Netherlands","Total","Age reached during the year","Total","Number","Total","215 756",""
"2019","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","30 267",""
"2019","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","82 525",""
"2019","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","102 962",""
"2019","Netherlands","Total","Age reached during the year","Unknown","Number","Total","2",""
"2019","Netherlands","From 10 to 14 years","Age reached during the year","Total","Number","Total","8 142",""
"2019","Netherlands","From 10 to 14 years","Age reached during the year","Reporting country","Number","Total","1 719",""
"2019","Netherlands","From 10 to 14 years","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1 742",""
