"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2002","Norway","Proportion of population aged 65 years and more","14.9",""
"2002","Switzerland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.1",""
"2002","Switzerland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","76.0",""
"2002","Switzerland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.9",""
"2002","Switzerland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Switzerland","Proportion of population aged 0-14 years","16.9",""
"2002","Switzerland","Proportion of population aged 15-24 years","11.6",""
"2002","Switzerland","Proportion of population aged 25-44 years","30.8",""
"2002","Switzerland","Proportion of population aged 45-64 years","25.1",""
"2002","Switzerland","Proportion of population aged 65 years and more","15.6",""
"2002","United Kingdom","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.8",""
"2002","United Kingdom","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.2",""
"2002","United Kingdom","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.0",""
"2002","United Kingdom","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","United Kingdom","Proportion of population aged 0-14 years","18.7",""
"2002","United Kingdom","Proportion of population aged 15-24 years","12.4",""
"2002","United Kingdom","Proportion of population aged 25-44 years","29.2",""
"2002","United Kingdom","Proportion of population aged 45-64 years","23.8",""
"2002","United Kingdom","Proportion of population aged 65 years and more","15.9",""
"2002","Montenegro","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.8",""
"2002","Montenegro","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.8",""
"2002","Montenegro","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","69.7",""
"2002","Montenegro","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Montenegro","Proportion of population aged 0-14 years","21.0",""
"2002","Montenegro","Proportion of population aged 15-24 years","15.2",""
"2002","Montenegro","Proportion of population aged 25-44 years","28.2",""
"2002","Montenegro","Proportion of population aged 45-64 years","23.4",""
"2002","Montenegro","Proportion of population aged 65 years and more","12.2",""
"2002","North Macedonia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.0",""
"2002","North Macedonia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.9",""
"2002","North Macedonia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.0",""
"2002","North Macedonia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","North Macedonia","Proportion of population aged 0-14 years","21.6",""
"2002","North Macedonia","Proportion of population aged 15-24 years","16.3",""
"2002","North Macedonia","Proportion of population aged 25-44 years","29.8",""
"2002","North Macedonia","Proportion of population aged 45-64 years","22.0",""
"2002","North Macedonia","Proportion of population aged 65 years and more","10.4",""
"2002","Albania","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","58.4",""
"2002","Albania","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","101.6",""
"2002","Albania","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","87.6",""
"2002","Albania","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Albania","Proportion of population aged 0-14 years","29.1",""
"2002","Albania","Proportion of population aged 15-24 years","17.4",""
"2002","Albania","Proportion of population aged 25-44 years","27.6",""
"2002","Albania","Proportion of population aged 45-64 years","18.2",""
"2002","Albania","Proportion of population aged 65 years and more","7.8",""
"2002","Serbia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.5",""
"2002","Serbia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.9",""
"2002","Serbia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.9",""
"2002","Serbia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Serbia","Proportion of population aged 0-14 years","16.1",""
"2002","Serbia","Proportion of population aged 15-24 years","13.5",""
"2002","Serbia","Proportion of population aged 25-44 years","26.7",""
"2002","Serbia","Proportion of population aged 45-64 years","27.1",""
"2002","Serbia","Proportion of population aged 65 years and more","16.6",""
"2002","Turkey","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","55.2",""
"2002","Turkey","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","92.1",""
"2002","Turkey","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","82.9",""
"2002","Turkey","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Turkey","Proportion of population aged 0-14 years","28.9",""
"2002","Turkey","Proportion of population aged 15-24 years","19.3",""
"2002","Turkey","Proportion of population aged 25-44 years","29.8",""
"2002","Turkey","Proportion of population aged 45-64 years","15.3",""
"2002","Turkey","Proportion of population aged 65 years and more","6.7",""
"2002","Andorra","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","39.2",""
"2002","Andorra","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","58.8",""
"2002","Andorra","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","49.5",""
"2002","Andorra","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Andorra","Proportion of population aged 0-14 years","15.2",""
"2002","Andorra","Proportion of population aged 15-24 years","10.8",""
"2002","Andorra","Proportion of population aged 25-44 years","37.1",""
"2002","Andorra","Proportion of population aged 45-64 years","23.9",""
"2002","Andorra","Proportion of population aged 65 years and more","13.0",""
"2002","Belarus","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Belarus","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Belarus","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Belarus","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Belarus","Proportion of population aged 0-14 years",":",""
"2002","Belarus","Proportion of population aged 15-24 years",":",""
"2002","Belarus","Proportion of population aged 25-44 years",":",""
"2002","Belarus","Proportion of population aged 45-64 years",":",""
"2002","Belarus","Proportion of population aged 65 years and more",":",""
"2002","Bosnia and Herzegovina","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Bosnia and Herzegovina","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Bosnia and Herzegovina","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Bosnia and Herzegovina","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Bosnia and Herzegovina","Proportion of population aged 0-14 years",":",""
"2002","Bosnia and Herzegovina","Proportion of population aged 15-24 years",":",""
"2002","Bosnia and Herzegovina","Proportion of population aged 25-44 years",":",""
"2002","Bosnia and Herzegovina","Proportion of population aged 45-64 years",":",""
"2002","Bosnia and Herzegovina","Proportion of population aged 65 years and more",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 0-14 years",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 15-24 years",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 25-44 years",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 45-64 years",":",""
"2002","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 65 years and more",":",""
"2002","Moldova","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Moldova","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Moldova","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Moldova","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Moldova","Proportion of population aged 0-14 years",":",""
"2002","Moldova","Proportion of population aged 15-24 years",":",""
"2002","Moldova","Proportion of population aged 25-44 years",":",""
"2002","Moldova","Proportion of population aged 45-64 years",":",""
"2002","Moldova","Proportion of population aged 65 years and more",":",""
"2002","Monaco","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Monaco","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Monaco","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Monaco","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Monaco","Proportion of population aged 0-14 years",":",""
"2002","Monaco","Proportion of population aged 15-24 years",":",""
"2002","Monaco","Proportion of population aged 25-44 years",":",""
"2002","Monaco","Proportion of population aged 45-64 years",":",""
"2002","Monaco","Proportion of population aged 65 years and more",":",""
"2002","Russia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Russia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Russia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Russia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Russia","Proportion of population aged 0-14 years",":",""
"2002","Russia","Proportion of population aged 15-24 years",":",""
"2002","Russia","Proportion of population aged 25-44 years",":",""
"2002","Russia","Proportion of population aged 45-64 years",":",""
"2002","Russia","Proportion of population aged 65 years and more",":",""
"2002","San Marino","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","San Marino","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","San Marino","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","San Marino","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","San Marino","Proportion of population aged 0-14 years",":",""
"2002","San Marino","Proportion of population aged 15-24 years",":",""
"2002","San Marino","Proportion of population aged 25-44 years",":",""
"2002","San Marino","Proportion of population aged 45-64 years",":",""
"2002","San Marino","Proportion of population aged 65 years and more",":",""
"2002","Ukraine","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Ukraine","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Ukraine","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Ukraine","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Ukraine","Proportion of population aged 0-14 years",":",""
"2002","Ukraine","Proportion of population aged 15-24 years",":",""
"2002","Ukraine","Proportion of population aged 25-44 years",":",""
"2002","Ukraine","Proportion of population aged 45-64 years",":",""
"2002","Ukraine","Proportion of population aged 65 years and more",":",""
"2002","Armenia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Armenia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Armenia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Armenia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Armenia","Proportion of population aged 0-14 years",":",""
"2002","Armenia","Proportion of population aged 15-24 years",":",""
"2002","Armenia","Proportion of population aged 25-44 years",":",""
"2002","Armenia","Proportion of population aged 45-64 years",":",""
"2002","Armenia","Proportion of population aged 65 years and more",":",""
"2002","Azerbaijan","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Azerbaijan","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Azerbaijan","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Azerbaijan","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Azerbaijan","Proportion of population aged 0-14 years",":",""
"2002","Azerbaijan","Proportion of population aged 15-24 years",":",""
"2002","Azerbaijan","Proportion of population aged 25-44 years",":",""
"2002","Azerbaijan","Proportion of population aged 45-64 years",":",""
"2002","Azerbaijan","Proportion of population aged 65 years and more",":",""
"2002","Georgia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)",":",""
"2002","Georgia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)",":",""
"2002","Georgia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)",":",""
"2002","Georgia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2002","Georgia","Proportion of population aged 0-14 years",":",""
"2002","Georgia","Proportion of population aged 15-24 years",":",""
"2002","Georgia","Proportion of population aged 25-44 years",":",""
"2002","Georgia","Proportion of population aged 45-64 years",":",""
"2002","Georgia","Proportion of population aged 65 years and more",":",""
"2003","European Union - 27 countries (from 2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.4",""
"2003","European Union - 27 countries (from 2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.2",""
"2003","European Union - 27 countries (from 2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.6",""
"2003","European Union - 27 countries (from 2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","European Union - 27 countries (from 2020)","Proportion of population aged 0-14 years","16.4",""
"2003","European Union - 27 countries (from 2020)","Proportion of population aged 15-24 years","13.0",""
"2003","European Union - 27 countries (from 2020)","Proportion of population aged 25-44 years","29.6",""
"2003","European Union - 27 countries (from 2020)","Proportion of population aged 45-64 years","24.8",""
"2003","European Union - 27 countries (from 2020)","Proportion of population aged 65 years and more","16.2",""
"2003","European Union - 28 countries (2013-2020)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.9",""
"2003","European Union - 28 countries (2013-2020)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.8",""
"2003","European Union - 28 countries (2013-2020)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.2",""
"2003","European Union - 28 countries (2013-2020)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","European Union - 28 countries (2013-2020)","Proportion of population aged 0-14 years","16.6",""
"2003","European Union - 28 countries (2013-2020)","Proportion of population aged 15-24 years","12.9",""
"2003","European Union - 28 countries (2013-2020)","Proportion of population aged 25-44 years","29.5",""
"2003","European Union - 28 countries (2013-2020)","Proportion of population aged 45-64 years","24.7",""
"2003","European Union - 28 countries (2013-2020)","Proportion of population aged 65 years and more","16.2",""
"2003","European Union - 27 countries (2007-2013)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.9",""
"2003","European Union - 27 countries (2007-2013)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.8",""
"2003","European Union - 27 countries (2007-2013)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","64.2",""
"2003","European Union - 27 countries (2007-2013)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","European Union - 27 countries (2007-2013)","Proportion of population aged 0-14 years","16.6",""
"2003","European Union - 27 countries (2007-2013)","Proportion of population aged 15-24 years","12.9",""
"2003","European Union - 27 countries (2007-2013)","Proportion of population aged 25-44 years","29.5",""
"2003","European Union - 27 countries (2007-2013)","Proportion of population aged 45-64 years","24.7",""
"2003","European Union - 27 countries (2007-2013)","Proportion of population aged 65 years and more","16.2",""
"2003","Euro area - 19 countries  (from 2015)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.2",""
"2003","Euro area - 19 countries  (from 2015)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.7",""
"2003","Euro area - 19 countries  (from 2015)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.7",""
"2003","Euro area - 19 countries  (from 2015)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Euro area - 19 countries  (from 2015)","Proportion of population aged 0-14 years","16.1",""
"2003","Euro area - 19 countries  (from 2015)","Proportion of population aged 15-24 years","12.3",""
"2003","Euro area - 19 countries  (from 2015)","Proportion of population aged 25-44 years","30.0",""
"2003","Euro area - 19 countries  (from 2015)","Proportion of population aged 45-64 years","24.6",""
"2003","Euro area - 19 countries  (from 2015)","Proportion of population aged 65 years and more","16.9",""
"2003","Euro area - 18 countries (2014)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.3",""
"2003","Euro area - 18 countries (2014)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.6",""
"2003","Euro area - 18 countries (2014)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.6",""
"2003","Euro area - 18 countries (2014)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Euro area - 18 countries (2014)","Proportion of population aged 0-14 years","16.0",""
"2003","Euro area - 18 countries (2014)","Proportion of population aged 15-24 years","12.2",""
"2003","Euro area - 18 countries (2014)","Proportion of population aged 25-44 years","29.8",""
"2003","Euro area - 18 countries (2014)","Proportion of population aged 45-64 years","24.5",""
"2003","Euro area - 18 countries (2014)","Proportion of population aged 65 years and more","16.8",""
"2003","Belgium","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","52.5",""
"2003","Belgium","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","81.8",""
"2003","Belgium","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","67.4",""
"2003","Belgium","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Belgium","Proportion of population aged 0-14 years","17.4",""
"2003","Belgium","Proportion of population aged 15-24 years","12.1",""
"2003","Belgium","Proportion of population aged 25-44 years","29.0",""
"2003","Belgium","Proportion of population aged 45-64 years","24.5",""
"2003","Belgium","Proportion of population aged 65 years and more","17.0",""
"2003","Bulgaria","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","46.3",""
"2003","Bulgaria","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.2",""
"2003","Bulgaria","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","62.1",""
"2003","Bulgaria","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Bulgaria","Proportion of population aged 0-14 years","14.5",""
"2003","Bulgaria","Proportion of population aged 15-24 years","13.7",""
"2003","Bulgaria","Proportion of population aged 25-44 years","27.9",""
"2003","Bulgaria","Proportion of population aged 45-64 years","26.8",""
"2003","Bulgaria","Proportion of population aged 65 years and more","17.1",""
"2003","Czechia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","41.8",""
"2003","Czechia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","69.5",""
"2003","Czechia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","56.2",""
"2003","Czechia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Czechia","Proportion of population aged 0-14 years","15.6",""
"2003","Czechia","Proportion of population aged 15-24 years","14.1",""
"2003","Czechia","Proportion of population aged 25-44 years","29.1",""
"2003","Czechia","Proportion of population aged 45-64 years","27.4",""
"2003","Czechia","Proportion of population aged 65 years and more","13.9",""
"2003","Denmark","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","50.7",""
"2003","Denmark","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","79.5",""
"2003","Denmark","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","63.9",""
"2003","Denmark","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Denmark","Proportion of population aged 0-14 years","18.8",""
"2003","Denmark","Proportion of population aged 15-24 years","11.1",""
"2003","Denmark","Proportion of population aged 25-44 years","29.1",""
"2003","Denmark","Proportion of population aged 45-64 years","26.2",""
"2003","Denmark","Proportion of population aged 65 years and more","14.8",""
"2003","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.2",""
"2003","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.0",""
"2003","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.8",""
"2003","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Germany (until 1990 former territory of the FRG)","Proportion of population aged 0-14 years","15.0",""
"2003","Germany (until 1990 former territory of the FRG)","Proportion of population aged 15-24 years","11.5",""
"2003","Germany (until 1990 former territory of the FRG)","Proportion of population aged 25-44 years","30.0",""
"2003","Germany (until 1990 former territory of the FRG)","Proportion of population aged 45-64 years","25.9",""
"2003","Germany (until 1990 former territory of the FRG)","Proportion of population aged 65 years and more","17.5",""
"2003","Germany including former GDR","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","48.2",""
"2003","Germany including former GDR","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","82.0",""
"2003","Germany including former GDR","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","61.8",""
"2003","Germany including former GDR","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Germany including former GDR","Proportion of population aged 0-14 years","15.0",""
"2003","Germany including former GDR","Proportion of population aged 15-24 years","11.5",""
"2003","Germany including former GDR","Proportion of population aged 25-44 years","30.0",""
"2003","Germany including former GDR","Proportion of population aged 45-64 years","25.9",""
"2003","Germany including former GDR","Proportion of population aged 65 years and more","17.5",""
"2003","Estonia","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.6",""
"2003","Estonia","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","83.9",""
"2003","Estonia","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.8",""
"2003","Estonia","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Estonia","Proportion of population aged 0-14 years","16.4",""
"2003","Estonia","Proportion of population aged 15-24 years","14.6",""
"2003","Estonia","Proportion of population aged 25-44 years","28.2",""
"2003","Estonia","Proportion of population aged 45-64 years","25.0",""
"2003","Estonia","Proportion of population aged 65 years and more","15.8",""
"2003","Ireland","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","47.3",""
"2003","Ireland","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","78.1",""
"2003","Ireland","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","66.3",""
"2003","Ireland","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Ireland","Proportion of population aged 0-14 years","21.0",""
"2003","Ireland","Proportion of population aged 15-24 years","16.1",""
"2003","Ireland","Proportion of population aged 25-44 years","30.3",""
"2003","Ireland","Proportion of population aged 45-64 years","21.4",""
"2003","Ireland","Proportion of population aged 65 years and more","11.1",""
"2003","Greece","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","49.9",""
"2003","Greece","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","80.4",""
"2003","Greece","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","65.1",""
"2003","Greece","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Greece","Proportion of population aged 0-14 years","15.5",""
"2003","Greece","Proportion of population aged 15-24 years","13.6",""
"2003","Greece","Proportion of population aged 25-44 years","29.9",""
"2003","Greece","Proportion of population aged 45-64 years","23.3",""
"2003","Greece","Proportion of population aged 65 years and more","17.8",""
"2003","Spain","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","45.8",""
"2003","Spain","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","71.2",""
"2003","Spain","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","59.2",""
"2003","Spain","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","Spain","Proportion of population aged 0-14 years","14.5",""
"2003","Spain","Proportion of population aged 15-24 years","13.3",""
"2003","Spain","Proportion of population aged 25-44 years","32.8",""
"2003","Spain","Proportion of population aged 45-64 years","22.5",""
"2003","Spain","Proportion of population aged 65 years and more","17.0",""
"2003","France","Age dependency ratio, 1st variant (population aged 0-14 and 65 and more to pop. aged 15-64)","53.9",""
"2003","France","Age dependency ratio, 2nd variant (population aged 0-19 and 60 and more to pop. aged 20-59)","84.7",""
"2003","France","Age dependency ratio, 3rd variant (population aged 0-19 and 65 and more to pop. aged 20-64)","71.1",""
"2003","France","Age dependency ratio, 4th variant (population aged 0-24 and 65 and more to pop. aged 25-64)",":",""
"2003","France","Proportion of population aged 0-14 years","18.9",""
"2003","France","Proportion of population aged 15-24 years","13.0",""
"2003","France","Proportion of population aged 25-44 years","28.1",""
"2003","France","Proportion of population aged 45-64 years","23.9",""
"2003","France","Proportion of population aged 65 years and more","16.1",""
