"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1990","Portugal","Total","Total","Number","9 995 995",""
"1990","Portugal","Less than 15 years","Total","Number","2 081 440",""
"1990","Portugal","65 years or over","Total","Number","1 321 505",""
"1990","Romania","Total","Total","Number","23 211 395",""
"1990","Romania","Less than 15 years","Total","Number","5 508 479",""
"1990","Romania","65 years or over","Total","Number","2 383 435",""
"1990","Slovenia","Total","Total","Number","1 996 377",""
"1990","Slovenia","Less than 15 years","Total","Number","418 239",""
"1990","Slovenia","65 years or over","Total","Number","211 606",""
"1990","Slovakia","Total","Total","Number","5 287 663",""
"1990","Slovakia","Less than 15 years","Total","Number","1 345 965",""
"1990","Slovakia","65 years or over","Total","Number","542 915",""
"1990","Finland","Total","Total","Number","4 974 383",""
"1990","Finland","Less than 15 years","Total","Number","962 269",""
"1990","Finland","65 years or over","Total","Number","661 732",""
"1990","Sweden","Total","Total","Number","8 527 039",""
"1990","Sweden","Less than 15 years","Total","Number","1 521 849",""
"1990","Sweden","65 years or over","Total","Number","1 517 620",""
"1990","Iceland","Total","Total","Number","253 785",""
"1990","Iceland","Less than 15 years","Total","Number","63 446",""
"1990","Iceland","65 years or over","Total","Number","26 838",""
"1990","Liechtenstein","Total","Total","Number","28 452",""
"1990","Liechtenstein","Less than 15 years","Total","Number","5 514",""
"1990","Liechtenstein","65 years or over","Total","Number","2 850",""
"1990","Norway","Total","Total","Number","4 233 116",""
"1990","Norway","Less than 15 years","Total","Number","800 912",""
"1990","Norway","65 years or over","Total","Number","690 889",""
"1990","Switzerland","Total","Total","Number","6 673 850",""
"1990","Switzerland","Less than 15 years","Total","Number","1 136 550",""
"1990","Switzerland","65 years or over","Total","Number","972 411",""
"1990","United Kingdom","Total","Total","Number","57 156 972",""
"1990","United Kingdom","Less than 15 years","Total","Number","10 833 016",""
"1990","United Kingdom","65 years or over","Total","Number","8 983 802",""
"1990","Montenegro","Total","Total","Number",":",""
"1990","Montenegro","Less than 15 years","Total","Number",":",""
"1990","Montenegro","65 years or over","Total","Number",":",""
"1990","North Macedonia","Total","Total","Number","1 873 109",""
"1990","North Macedonia","Less than 15 years","Total","Number",":",""
"1990","North Macedonia","65 years or over","Total","Number",":",""
"1990","Albania","Total","Total","Number","3 286 500",""
"1990","Albania","Less than 15 years","Total","Number",":",""
"1990","Albania","65 years or over","Total","Number",":",""
"1990","Serbia","Total","Total","Number",":",""
"1990","Serbia","Less than 15 years","Total","Number",":",""
"1990","Serbia","65 years or over","Total","Number",":",""
"1990","Turkey","Total","Total","Number","55 494 711",""
"1990","Turkey","Less than 15 years","Total","Number","19 418 643",""
"1990","Turkey","65 years or over","Total","Number","2 377 308",""
"1990","Andorra","Total","Total","Number","50 887",""
"1990","Andorra","Less than 15 years","Total","Number","9 263",""
"1990","Andorra","65 years or over","Total","Number","4 916",""
"1990","Belarus","Total","Total","Number",":",""
"1990","Belarus","Less than 15 years","Total","Number",":",""
"1990","Belarus","65 years or over","Total","Number",":",""
"1990","Bosnia and Herzegovina","Total","Total","Number","4 499 203",""
"1990","Bosnia and Herzegovina","Less than 15 years","Total","Number",":",""
"1990","Bosnia and Herzegovina","65 years or over","Total","Number",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":",""
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":",""
"1990","Moldova","Total","Total","Number",":",""
"1990","Moldova","Less than 15 years","Total","Number",":",""
"1990","Moldova","65 years or over","Total","Number",":",""
"1990","Monaco","Total","Total","Number",":",""
"1990","Monaco","Less than 15 years","Total","Number",":",""
"1990","Monaco","65 years or over","Total","Number",":",""
"1990","Russia","Total","Total","Number",":",""
"1990","Russia","Less than 15 years","Total","Number",":",""
"1990","Russia","65 years or over","Total","Number",":",""
"1990","San Marino","Total","Total","Number",":",""
"1990","San Marino","Less than 15 years","Total","Number",":",""
"1990","San Marino","65 years or over","Total","Number",":",""
"1990","Ukraine","Total","Total","Number",":",""
"1990","Ukraine","Less than 15 years","Total","Number",":",""
"1990","Ukraine","65 years or over","Total","Number",":",""
"1990","Armenia","Total","Total","Number",":",""
"1990","Armenia","Less than 15 years","Total","Number",":",""
"1990","Armenia","65 years or over","Total","Number",":",""
"1990","Azerbaijan","Total","Total","Number",":",""
"1990","Azerbaijan","Less than 15 years","Total","Number",":",""
"1990","Azerbaijan","65 years or over","Total","Number",":",""
"1990","Georgia","Total","Total","Number",":",""
"1990","Georgia","Less than 15 years","Total","Number",":",""
"1990","Georgia","65 years or over","Total","Number",":",""
"2000","Belgium","Total","Total","Number","10 239 085",""
"2000","Belgium","Less than 15 years","Total","Number","1 804 785",""
"2000","Belgium","65 years or over","Total","Number","1 715 093",""
"2000","Bulgaria","Total","Total","Number","8 190 876",""
"2000","Bulgaria","Less than 15 years","Total","Number","1 300 907",""
"2000","Bulgaria","65 years or over","Total","Number","1 324 804",""
"2000","Czechia","Total","Total","Number","10 278 098",""
"2000","Czechia","Less than 15 years","Total","Number","1 707 205",""
"2000","Czechia","65 years or over","Total","Number","1 418 078",""
"2000","Denmark","Total","Total","Number","5 330 020",""
"2000","Denmark","Less than 15 years","Total","Number","981 148",""
"2000","Denmark","65 years or over","Total","Number","790 402",""
"2000","Germany including former GDR","Total","Total","Number","82 163 475",""
"2000","Germany including former GDR","Less than 15 years","Total","Number","12 897 014",""
"2000","Germany including former GDR","65 years or over","Total","Number","13 351 252",""
"2000","Estonia","Total","Total","Number","1 401 250",""
"2000","Estonia","Less than 15 years","Total","Number","250 340",""
"2000","Estonia","65 years or over","Total","Number","208 210",""
"2000","Ireland","Total","Total","Number","3 777 565",""
"2000","Ireland","Less than 15 years","Total","Number","828 647",""
"2000","Ireland","65 years or over","Total","Number","423 994",""
"2000","Greece","Total","Total","Number","10 775 627",""
"2000","Greece","Less than 15 years","Total","Number","1 585 947",""
"2000","Greece","65 years or over","Total","Number","1 868 700",""
"2000","Spain","Total","Total","Number","40 470 182",""
"2000","Spain","Less than 15 years","Total","Number","5 991 174",""
"2000","Spain","65 years or over","Total","Number","6 691 691",""
"2000","France","Total","Total","Number","60 545 022",""
"2000","France","Less than 15 years","Total","Number","11 568 381",""
"2000","France","65 years or over","Total","Number","9 574 811",""
"2000","Croatia","Total","Total","Number","4 497 735","e"
"2000","Croatia","Less than 15 years","Total","Number",":",""
"2000","Croatia","65 years or over","Total","Number",":",""
"2000","Italy","Total","Total","Number","56 923 524",""
"2000","Italy","Less than 15 years","Total","Number","8 144 815",""
"2000","Italy","65 years or over","Total","Number","10 310 206",""
"2000","Cyprus","Total","Total","Number","690 497",""
"2000","Cyprus","Less than 15 years","Total","Number","157 407",""
"2000","Cyprus","65 years or over","Total","Number","77 452",""
"2000","Latvia","Total","Total","Number","2 381 715",""
"2000","Latvia","Less than 15 years","Total","Number","428 082",""
"2000","Latvia","65 years or over","Total","Number","353 316",""
"2000","Lithuania","Total","Total","Number","3 512 074",""
"2000","Lithuania","Less than 15 years","Total","Number","709 990",""
"2000","Lithuania","65 years or over","Total","Number","482 622",""
"2000","Luxembourg","Total","Total","Number","433 600",""
"2000","Luxembourg","Less than 15 years","Total","Number","82 088",""
"2000","Luxembourg","65 years or over","Total","Number","61 904",""
"2000","Hungary","Total","Total","Number","10 221 644",""
"2000","Hungary","Less than 15 years","Total","Number","1 729 248",""
"2000","Hungary","65 years or over","Total","Number","1 531 074",""
"2000","Malta","Total","Total","Number","388 759",""
"2000","Malta","Less than 15 years","Total","Number","77 487",""
"2000","Malta","65 years or over","Total","Number","46 022",""
"2000","Netherlands","Total","Total","Number","15 863 950",""
"2000","Netherlands","Less than 15 years","Total","Number","2 945 543",""
"2000","Netherlands","65 years or over","Total","Number","2 152 442",""
"2000","Austria","Total","Total","Number","8 002 186",""
"2000","Austria","Less than 15 years","Total","Number","1 371 750",""
"2000","Austria","65 years or over","Total","Number","1 233 667",""
"2000","Poland","Total","Total","Number","38 263 303","b"
"2000","Poland","Less than 15 years","Total","Number","7 581 925",""
"2000","Poland","65 years or over","Total","Number","4 644 071",""
"2000","Portugal","Total","Total","Number","10 249 022",""
"2000","Portugal","Less than 15 years","Total","Number","1 691 266",""
"2000","Portugal","65 years or over","Total","Number","1 642 876",""
"2000","Romania","Total","Total","Number","22 455 485",""
"2000","Romania","Less than 15 years","Total","Number","4 159 567",""
"2000","Romania","65 years or over","Total","Number","2 961 411",""
"2000","Slovenia","Total","Total","Number","1 987 755",""
"2000","Slovenia","Less than 15 years","Total","Number","320 374",""
"2000","Slovenia","65 years or over","Total","Number","275 400",""
"2000","Slovakia","Total","Total","Number","5 398 657",""
"2000","Slovakia","Less than 15 years","Total","Number","1 069 374",""
"2000","Slovakia","65 years or over","Total","Number","615 187",""
"2000","Finland","Total","Total","Number","5 171 302",""
"2000","Finland","Less than 15 years","Total","Number","943 001",""
"2000","Finland","65 years or over","Total","Number","767 168",""
"2000","Sweden","Total","Total","Number","8 861 426",""
"2000","Sweden","Less than 15 years","Total","Number","1 639 701",""
"2000","Sweden","65 years or over","Total","Number","1 532 555",""
"2000","Iceland","Total","Total","Number","279 049",""
"2000","Iceland","Less than 15 years","Total","Number","65 082",""
"2000","Iceland","65 years or over","Total","Number","32 308",""
"2000","Liechtenstein","Total","Total","Number","32 426",""
"2000","Liechtenstein","Less than 15 years","Total","Number","6 048",""
"2000","Liechtenstein","65 years or over","Total","Number","3 397",""
"2000","Norway","Total","Total","Number","4 478 497",""
"2000","Norway","Less than 15 years","Total","Number","894 717",""
"2000","Norway","65 years or over","Total","Number","683 032",""
"2000","Switzerland","Total","Total","Number","7 164 444",""
"2000","Switzerland","Less than 15 years","Total","Number","1 248 972",""
"2000","Switzerland","65 years or over","Total","Number","1 094 263",""
"2000","United Kingdom","Total","Total","Number","58 785 246",""
"2000","United Kingdom","Less than 15 years","Total","Number","11 244 193",""
"2000","United Kingdom","65 years or over","Total","Number","9 292 654",""
"2000","Montenegro","Total","Total","Number","603 152",""
"2000","Montenegro","Less than 15 years","Total","Number","126 701",""
"2000","Montenegro","65 years or over","Total","Number","73 722",""
"2000","North Macedonia","Total","Total","Number","2 021 578",""
"2000","North Macedonia","Less than 15 years","Total","Number","455 149",""
"2000","North Macedonia","65 years or over","Total","Number","199 085",""
"2000","Albania","Total","Total","Number","3 058 497",""
"2000","Albania","Less than 15 years","Total","Number",":",""
"2000","Albania","65 years or over","Total","Number",":",""
"2000","Serbia","Total","Total","Number","7 527 952",""
"2000","Serbia","Less than 15 years","Total","Number","1 248 270",""
"2000","Serbia","65 years or over","Total","Number","1 201 046",""
"2000","Turkey","Total","Total","Number","66 889 425",""
"2000","Turkey","Less than 15 years","Total","Number","20 131 424",""
"2000","Turkey","65 years or over","Total","Number","3 580 720",""
"2000","Andorra","Total","Total","Number","65 971",""
"2000","Andorra","Less than 15 years","Total","Number","10 132",""
"2000","Andorra","65 years or over","Total","Number","7 977",""
"2000","Belarus","Total","Total","Number","10 019 480",""
"2000","Belarus","Less than 15 years","Total","Number",":",""
"2000","Belarus","65 years or over","Total","Number",":",""
"2000","Bosnia and Herzegovina","Total","Total","Number","3 753 085","e"
"2000","Bosnia and Herzegovina","Less than 15 years","Total","Number",":",""
"2000","Bosnia and Herzegovina","65 years or over","Total","Number",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":",""
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":",""
"2000","Moldova","Total","Total","Number","3 644 070",""
"2000","Moldova","Less than 15 years","Total","Number",":",""
"2000","Moldova","65 years or over","Total","Number",":",""
"2000","Monaco","Total","Total","Number",":",""
"2000","Monaco","Less than 15 years","Total","Number",":",""
"2000","Monaco","65 years or over","Total","Number",":",""
"2000","Russia","Total","Total","Number","146 890 128",""
"2000","Russia","Less than 15 years","Total","Number",":",""
"2000","Russia","65 years or over","Total","Number",":",""
"2000","San Marino","Total","Total","Number",":",""
"2000","San Marino","Less than 15 years","Total","Number",":",""
"2000","San Marino","65 years or over","Total","Number",":",""
"2000","Ukraine","Total","Total","Number","49 114 950",""
"2000","Ukraine","Less than 15 years","Total","Number",":",""
"2000","Ukraine","65 years or over","Total","Number",":",""
"2000","Armenia","Total","Total","Number","3 226 900",""
"2000","Armenia","Less than 15 years","Total","Number",":",""
"2000","Armenia","65 years or over","Total","Number",":",""
"2000","Azerbaijan","Total","Total","Number","8 016 200",""
"2000","Azerbaijan","Less than 15 years","Total","Number",":",""
"2000","Azerbaijan","65 years or over","Total","Number",":",""
"2000","Georgia","Total","Total","Number","4 435 200","e"
"2000","Georgia","Less than 15 years","Total","Number",":",""
"2000","Georgia","65 years or over","Total","Number",":",""
"2010","Belgium","Total","Total","Number","10 839 905.0",""
"2010","Belgium","Less than 15 years","Total","Number","1 832 234.0",""
"2010","Belgium","65 years or over","Total","Number","1 860 159.0",""
"2010","Bulgaria","Total","Total","Number","7 421 766.0",""
"2010","Bulgaria","Less than 15 years","Total","Number","976 188.0",""
"2010","Bulgaria","65 years or over","Total","Number","1 348 463.0",""
"2010","Czechia","Total","Total","Number","10 462 088.0",""
"2010","Czechia","Less than 15 years","Total","Number","1 493 930.0",""
"2010","Czechia","65 years or over","Total","Number","1 599 520.0",""
"2010","Denmark","Total","Total","Number","5 534 738.0",""
"2010","Denmark","Less than 15 years","Total","Number","1 001 318.0",""
"2010","Denmark","65 years or over","Total","Number","902 859.0",""
"2010","Germany including former GDR","Total","Total","Number","81 802 257.0",""
"2010","Germany including former GDR","Less than 15 years","Total","Number","11 022 634.0",""
"2010","Germany including former GDR","65 years or over","Total","Number","16 901 742.0",""
"2010","Estonia","Total","Total","Number","1 333 290.0",""
"2010","Estonia","Less than 15 years","Total","Number","201 630.0",""
"2010","Estonia","65 years or over","Total","Number","232 450.0",""
"2010","Ireland","Total","Total","Number","4 549 428.0",""
"2010","Ireland","Less than 15 years","Total","Number","953 275.0",""
"2010","Ireland","65 years or over","Total","Number","510 316.0",""
"2010","Greece","Total","Total","Number","11 119 289.0",""
"2010","Greece","Less than 15 years","Total","Number","1 627 535.0",""
"2010","Greece","65 years or over","Total","Number","2 110 096.0",""
"2010","Spain","Total","Total","Number","46 486 619.0",""
"2010","Spain","Less than 15 years","Total","Number","6 933 793.0",""
"2010","Spain","65 years or over","Total","Number","7 810 400.0",""
"2010","France","Total","Total","Number","64 658 856.0",""
"2010","France","Less than 15 years","Total","Number","12 007 476.0",""
"2010","France","65 years or over","Total","Number","10 739 325.0",""
"2010","Croatia","Total","Total","Number","4 302 847.0",""
"2010","Croatia","Less than 15 years","Total","Number","660 698.0",""
"2010","Croatia","65 years or over","Total","Number","767 568.0",""
"2010","Italy","Total","Total","Number","59 190 143.0",""
"2010","Italy","Less than 15 years","Total","Number","8 342 730.0",""
"2010","Italy","65 years or over","Total","Number","12 083 787.0",""
"2010","Cyprus","Total","Total","Number","819 140.0",""
"2010","Cyprus","Less than 15 years","Total","Number","140 838.0",""
"2010","Cyprus","65 years or over","Total","Number","102 738.0",""
"2010","Latvia","Total","Total","Number","2 120 504.0",""
"2010","Latvia","Less than 15 years","Total","Number","300 294.0",""
"2010","Latvia","65 years or over","Total","Number","384 177.0",""
"2010","Lithuania","Total","Total","Number","3 141 976.0",""
"2010","Lithuania","Less than 15 years","Total","Number","470 037.0",""
"2010","Lithuania","65 years or over","Total","Number","544 896.0",""
"2010","Luxembourg","Total","Total","Number","502 066.0",""
"2010","Luxembourg","Less than 15 years","Total","Number","89 111.0",""
"2010","Luxembourg","65 years or over","Total","Number","70 046.0",""
"2010","Hungary","Total","Total","Number","10 014 324.0",""
"2010","Hungary","Less than 15 years","Total","Number","1 476 856.0",""
"2010","Hungary","65 years or over","Total","Number","1 663 483.0",""
"2010","Malta","Total","Total","Number","414 027.0",""
"2010","Malta","Less than 15 years","Total","Number","63 274.0",""
"2010","Malta","65 years or over","Total","Number","61 782.0",""
"2010","Netherlands","Total","Total","Number","16 574 989.0",""
"2010","Netherlands","Less than 15 years","Total","Number","2 912 911.0",""
"2010","Netherlands","65 years or over","Total","Number","2 538 328.0",""
"2010","Austria","Total","Total","Number","8 351 643.0",""
"2010","Austria","Less than 15 years","Total","Number","1 245 167.0",""
"2010","Austria","65 years or over","Total","Number","1 473 385.0",""
"2010","Poland","Total","Total","Number","38 022 869.0","b"
"2010","Poland","Less than 15 years","Total","Number","5 819 140.0",""
"2010","Poland","65 years or over","Total","Number","5 159 877.0",""
"2010","Portugal","Total","Total","Number","10 573 479.0",""
"2010","Portugal","Less than 15 years","Total","Number","1 617 993.0",""
"2010","Portugal","65 years or over","Total","Number","1 930 396.0",""
"2010","Romania","Total","Total","Number","20 294 683.0",""
"2010","Romania","Less than 15 years","Total","Number","3 206 067.0",""
"2010","Romania","65 years or over","Total","Number","3 274 699.0",""
"2010","Slovenia","Total","Total","Number","2 046 976.0",""
"2010","Slovenia","Less than 15 years","Total","Number","287 275.0",""
"2010","Slovenia","65 years or over","Total","Number","338 265.0",""
"2010","Slovakia","Total","Total","Number","5 390 410.0",""
"2010","Slovakia","Less than 15 years","Total","Number","835 211.0",""
"2010","Slovakia","65 years or over","Total","Number","670 441.0",""
"2010","Finland","Total","Total","Number","5 351 427.0",""
"2010","Finland","Less than 15 years","Total","Number","888 323.0",""
"2010","Finland","65 years or over","Total","Number","910 441.0",""
"2010","Sweden","Total","Total","Number","9 340 682.0",""
"2010","Sweden","Less than 15 years","Total","Number","1 549 442.0",""
"2010","Sweden","65 years or over","Total","Number","1 690 777.0",""
"2010","Iceland","Total","Total","Number","317 630.0",""
"2010","Iceland","Less than 15 years","Total","Number","66 494.0",""
"2010","Iceland","65 years or over","Total","Number","38 069.0",""
"2010","Liechtenstein","Total","Total","Number","35 894.0",""
"2010","Liechtenstein","Less than 15 years","Total","Number","5 881.0",""
"2010","Liechtenstein","65 years or over","Total","Number","4 853.0",""
"2010","Norway","Total","Total","Number","4 858 199.0",""
"2010","Norway","Less than 15 years","Total","Number","917 725.0",""
"2010","Norway","65 years or over","Total","Number","722 673.0",""
"2010","Switzerland","Total","Total","Number","7 785 806.0",""
"2010","Switzerland","Less than 15 years","Total","Number","1 181 221.0",""
"2010","Switzerland","65 years or over","Total","Number","1 308 691.0",""
"2010","United Kingdom","Total","Total","Number","62 510 197.0",""
"2010","United Kingdom","Less than 15 years","Total","Number","11 017 760.0",""
"2010","United Kingdom","65 years or over","Total","Number","10 167 327.0",""
"2010","Montenegro","Total","Total","Number","619 001.0",""
"2010","Montenegro","Less than 15 years","Total","Number","120 969.0",""
"2010","Montenegro","65 years or over","Total","Number","79 785.0",""
"2010","North Macedonia","Total","Total","Number","2 052 722.0",""
"2010","North Macedonia","Less than 15 years","Total","Number","363 457.0",""
"2010","North Macedonia","65 years or over","Total","Number","238 506.0",""
"2010","Albania","Total","Total","Number","2 918 674.0",""
"2010","Albania","Less than 15 years","Total","Number","656 952.0",""
"2010","Albania","65 years or over","Total","Number","313 659.0",""
"2010","Serbia","Total","Total","Number","7 306 677.0",""
"2010","Serbia","Less than 15 years","Total","Number","1 109 261.0",""
"2010","Serbia","65 years or over","Total","Number","1 243 891.0",""
"2010","Turkey","Total","Total","Number","72 561 312.0",""
"2010","Turkey","Less than 15 years","Total","Number","18 859 334.0",""
"2010","Turkey","65 years or over","Total","Number","5 083 414.0",""
"2010","Andorra","Total","Total","Number","84 082.0",""
"2010","Andorra","Less than 15 years","Total","Number","12 150.0",""
"2010","Andorra","65 years or over","Total","Number","10 810.0",""
"2010","Belarus","Total","Total","Number","9 480 178.0",""
"2010","Belarus","Less than 15 years","Total","Number",":",""
"2010","Belarus","65 years or over","Total","Number",":",""
"2010","Bosnia and Herzegovina","Total","Total","Number","3 844 046.0",""
"2010","Bosnia and Herzegovina","Less than 15 years","Total","Number",":",""
"2010","Bosnia and Herzegovina","65 years or over","Total","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","2 208 107.0",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":",""
"2010","Moldova","Total","Total","Number","3 563 695.0",""
"2010","Moldova","Less than 15 years","Total","Number","595 496.0",""
"2010","Moldova","65 years or over","Total","Number","360 801.0",""
"2010","Monaco","Total","Total","Number",":",""
"2010","Monaco","Less than 15 years","Total","Number",":",""
"2010","Monaco","65 years or over","Total","Number",":",""
"2010","Russia","Total","Total","Number","141 914 509.0",""
"2010","Russia","Less than 15 years","Total","Number","21 400 612.0",""
"2010","Russia","65 years or over","Total","Number","18 290 666.0",""
"2010","San Marino","Total","Total","Number",":",""
"2010","San Marino","Less than 15 years","Total","Number",":",""
"2010","San Marino","65 years or over","Total","Number",":",""
"2010","Ukraine","Total","Total","Number","45 782 592.0",""
"2010","Ukraine","Less than 15 years","Total","Number","6 483 560.0",""
"2010","Ukraine","65 years or over","Total","Number","7 168 862.0",""
"2010","Armenia","Total","Total","Number","3 249 482.0",""
"2010","Armenia","Less than 15 years","Total","Number","595 717.0",""
"2010","Armenia","65 years or over","Total","Number","326 986.0",""
"2010","Azerbaijan","Total","Total","Number","8 997 586.0",""
"2010","Azerbaijan","Less than 15 years","Total","Number","2 030 930.0",""
"2010","Azerbaijan","65 years or over","Total","Number","534 857.0",""
"2010","Georgia","Total","Total","Number","4 436 391.0",""
"2010","Georgia","Less than 15 years","Total","Number","756 538.0",""
"2010","Georgia","65 years or over","Total","Number","621 163.0",""
"2015","Belgium","Total","Total","Number","11 237 274",""
"2015","Belgium","Less than 15 years","Total","Number","1 910 746",""
"2015","Belgium","65 years or over","Total","Number","2 030 944",""
"2015","Bulgaria","Total","Total","Number","7 202 198",""
"2015","Bulgaria","Less than 15 years","Total","Number","998 196",""
"2015","Bulgaria","65 years or over","Total","Number","1 440 329",""
"2015","Czechia","Total","Total","Number","10 538 275",""
"2015","Czechia","Less than 15 years","Total","Number","1 601 045",""
"2015","Czechia","65 years or over","Total","Number","1 880 406",""
"2015","Denmark","Total","Total","Number","5 659 715",""
"2015","Denmark","Less than 15 years","Total","Number","962 647",""
"2015","Denmark","65 years or over","Total","Number","1 051 129",""
"2015","Germany including former GDR","Total","Total","Number","81 197 537",""
"2015","Germany including former GDR","Less than 15 years","Total","Number","10 686 723",""
"2015","Germany including former GDR","65 years or over","Total","Number","17 088 711",""
"2015","Estonia","Total","Total","Number","1 314 870","b"
"2015","Estonia","Less than 15 years","Total","Number","209 658","b"
"2015","Estonia","65 years or over","Total","Number","246 649","b"
"2015","Ireland","Total","Total","Number","4 677 627",""
"2015","Ireland","Less than 15 years","Total","Number","1 001 406",""
"2015","Ireland","65 years or over","Total","Number","604 861",""
"2015","Greece","Total","Total","Number","10 858 018",""
"2015","Greece","Less than 15 years","Total","Number","1 577 918",""
"2015","Greece","65 years or over","Total","Number","2 269 073",""
"2015","Spain","Total","Total","Number","46 449 565",""
"2015","Spain","Less than 15 years","Total","Number","7 049 079",""
"2015","Spain","65 years or over","Total","Number","8 592 014",""
"2015","France","Total","Total","Number","66 458 153",""
"2015","France","Less than 15 years","Total","Number","12 346 041",""
"2015","France","65 years or over","Total","Number","12 234 257",""
"2015","Croatia","Total","Total","Number","4 225 316",""
"2015","Croatia","Less than 15 years","Total","Number","621 050",""
"2015","Croatia","65 years or over","Total","Number","795 147",""
"2015","Italy","Total","Total","Number","60 795 612",""
"2015","Italy","Less than 15 years","Total","Number","8 383 122",""
"2015","Italy","65 years or over","Total","Number","13 219 074",""
"2015","Cyprus","Total","Total","Number","847 008",""
"2015","Cyprus","Less than 15 years","Total","Number","139 206",""
"2015","Cyprus","65 years or over","Total","Number","123 721",""
"2015","Latvia","Total","Total","Number","1 986 096",""
"2015","Latvia","Less than 15 years","Total","Number","297 720",""
"2015","Latvia","65 years or over","Total","Number","385 076",""
"2015","Lithuania","Total","Total","Number","2 921 262",""
"2015","Lithuania","Less than 15 years","Total","Number","425 462",""
"2015","Lithuania","65 years or over","Total","Number","547 115",""
"2015","Luxembourg","Total","Total","Number","562 958",""
"2015","Luxembourg","Less than 15 years","Total","Number","93 747",""
"2015","Luxembourg","65 years or over","Total","Number","79 840",""
"2015","Hungary","Total","Total","Number","9 855 571",""
"2015","Hungary","Less than 15 years","Total","Number","1 427 186",""
"2015","Hungary","65 years or over","Total","Number","1 764 232",""
"2015","Malta","Total","Total","Number","439 691",""
"2015","Malta","Less than 15 years","Total","Number","62 834",""
"2015","Malta","65 years or over","Total","Number","79 805",""
"2015","Netherlands","Total","Total","Number","16 900 726",""
"2015","Netherlands","Less than 15 years","Total","Number","2 827 066",""
"2015","Netherlands","65 years or over","Total","Number","3 007 685",""
"2015","Austria","Total","Total","Number","8 584 926",""
"2015","Austria","Less than 15 years","Total","Number","1 226 013",""
"2015","Austria","65 years or over","Total","Number","1 583 928",""
"2015","Poland","Total","Total","Number","38 005 614",""
"2015","Poland","Less than 15 years","Total","Number","5 714 790",""
"2015","Poland","65 years or over","Total","Number","5 859 706",""
"2015","Portugal","Total","Total","Number","10 374 822",""
"2015","Portugal","Less than 15 years","Total","Number","1 490 241",""
"2015","Portugal","65 years or over","Total","Number","2 105 167",""
"2015","Romania","Total","Total","Number","19 870 647",""
"2015","Romania","Less than 15 years","Total","Number","3 081 084",""
"2015","Romania","65 years or over","Total","Number","3 375 500",""
"2015","Slovenia","Total","Total","Number","2 062 874",""
"2015","Slovenia","Less than 15 years","Total","Number","304 310",""
"2015","Slovenia","65 years or over","Total","Number","369 386",""
"2015","Slovakia","Total","Total","Number","5 421 349",""
"2015","Slovakia","Less than 15 years","Total","Number","830 181",""
"2015","Slovakia","65 years or over","Total","Number","756 879",""
"2015","Finland","Total","Total","Number","5 471 753",""
"2015","Finland","Less than 15 years","Total","Number","896 608",""
"2015","Finland","65 years or over","Total","Number","1 091 388",""
"2015","Sweden","Total","Total","Number","9 747 355",""
"2015","Sweden","Less than 15 years","Total","Number","1 682 033",""
"2015","Sweden","65 years or over","Total","Number","1 912 884",""
"2015","Iceland","Total","Total","Number","329 100",""
"2015","Iceland","Less than 15 years","Total","Number","67 002",""
"2015","Iceland","65 years or over","Total","Number","44 541",""
"2015","Liechtenstein","Total","Total","Number","37 366",""
"2015","Liechtenstein","Less than 15 years","Total","Number","5 649",""
"2015","Liechtenstein","65 years or over","Total","Number","5 974",""
"2015","Norway","Total","Total","Number","5 166 493",""
"2015","Norway","Less than 15 years","Total","Number","932 536",""
"2015","Norway","65 years or over","Total","Number","834 312",""
"2015","Switzerland","Total","Total","Number","8 237 666",""
"2015","Switzerland","Less than 15 years","Total","Number","1 224 981",""
"2015","Switzerland","65 years or over","Total","Number","1 465 565",""
"2015","United Kingdom","Total","Total","Number","64 853 393",""
"2015","United Kingdom","Less than 15 years","Total","Number","11 469 164",""
"2015","United Kingdom","65 years or over","Total","Number","11 508 962",""
"2015","Montenegro","Total","Total","Number","622 099",""
"2015","Montenegro","Less than 15 years","Total","Number","115 004",""
"2015","Montenegro","65 years or over","Total","Number","85 058",""
"2015","North Macedonia","Total","Total","Number","2 069 172",""
"2015","North Macedonia","Less than 15 years","Total","Number","347 644",""
"2015","North Macedonia","65 years or over","Total","Number","262 134",""
"2015","Albania","Total","Total","Number","2 885 796",""
"2015","Albania","Less than 15 years","Total","Number","548 706",""
"2015","Albania","65 years or over","Total","Number","359 262",""
"2015","Serbia","Total","Total","Number","7 114 393",""
"2015","Serbia","Less than 15 years","Total","Number","1 023 354",""
